STATE,DISTRICT,SUBDISTT,T_VILLCODE,NAME,TOT_P,blk_code,blk_name,panch_code,panch_name,
2,30,152,18896,Parnal  (536),419,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18897,Paliyan  (537),105,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18898,Kulari  (539),609,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18899,Niun  (538),150,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18900,Ransal (529),256,137,GHUMARWIN,7644,LADDA,
2,30,152,18901,Salwan  (530),383,137,GHUMARWIN,7644,LADDA,
2,30,152,18902,Chhaproh  (531),378,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18903,Maihri Kathla  (535),751,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18904,Nalti  (534),285,137,GHUMARWIN,7647,MEHRI KATHLA,
2,30,152,18905,Khansara  (533),96,137,GHUMARWIN,7644,LADDA,
2,30,152,18906,Halwari  (532),182,137,GHUMARWIN,7644,LADDA,
2,30,152,18907,Ladda  (528),463,137,GHUMARWIN,7644,LADDA,
2,30,152,18908,Bhagwanni  (527),139,137,GHUMARWIN,7644,LADDA,
2,30,152,18909,Banoha  (526),206,137,GHUMARWIN,7644,LADDA,
2,30,152,18910,Bhagot  (358),216,137,GHUMARWIN,7642,KUHMAJHWAR,
2,30,152,18911,Sarag  (359),119,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18912,Ghulaan  (356),95,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18913,Bhawanna  (354),169,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18914,Tatoh  (352),227,137,GHUMARWIN,7660,TALWARA,
2,30,152,18915,Dhar Bara  (353),282,137,GHUMARWIN,7660,TALWARA,
2,30,152,18916,Talwara  (351),748,137,GHUMARWIN,7660,TALWARA,
2,30,152,18917,Kasohal  (382),1002,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18918,Gaihri Panjail  (418),164,137,GHUMARWIN,7630,DABHLA,
2,30,152,18919,Bhatoli  (376),156,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18920,Sairi  (375),500,137,GHUMARWIN,7654,PATER,
2,30,152,18921,Matial  (371),370,137,GHUMARWIN,7654,PATER,
2,30,152,18922,Ladher  (370),177,137,GHUMARWIN,7654,PATER,
2,30,152,18923,Bhundal  (368),111,137,GHUMARWIN,7654,PATER,
2,30,152,18924,Kot Jhiwran  (369),122,137,GHUMARWIN,7654,PATER,
2,30,152,18925,Chharal  (367),277,137,GHUMARWIN,7660,TALWARA,
2,30,152,18926,Tikkar Kasoliyan  (366),203,137,GHUMARWIN,7654,PATER,
2,30,152,18927,Bhel  (357),335,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18928,Kuthera  (360),684,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18929,Tihri  (361),57,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18930,Maloh  (355),85,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18931,Vekal  (365),164,137,GHUMARWIN,7654,PATER,
2,30,152,18932,Riangali  (373),106,137,GHUMARWIN,7654,PATER,
2,30,152,18933,Pater  (372),164,137,GHUMARWIN,7654,PATER,
2,30,152,18934,Bah Ranotan  (374),168,137,GHUMARWIN,7654,PATER,
2,30,152,18935,Masaur  (364),672,137,GHUMARWIN,7643,KUTHERA,
2,30,152,18936,Masdhan  (377),238,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18937,Dihr  (379),118,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18938,Bachhri  (378),368,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18939,Morsingi  (380),248,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18940,Randoh  (419),173,137,GHUMARWIN,7630,DABHLA,
2,30,152,18941,Paniala  (420),368,137,GHUMARWIN,7641,KOTHI,
2,30,152,18942,Giana  (381),399,137,GHUMARWIN,7650,MOR SINGHI,
2,30,152,18943,Dari  (417),260,137,GHUMARWIN,7630,DABHLA,
2,30,152,18944,Dabhla  (415),646,137,GHUMARWIN,7630,DABHLA,
2,30,152,18945,Gatol  (416),304,137,GHUMARWIN,7630,DABHLA,
2,30,152,18946,Ro  (421),182,137,GHUMARWIN,7630,DABHLA,
2,30,152,18947,Palsoti  (423),124,137,GHUMARWIN,7630,DABHLA,
2,30,152,18948,Kurnarhi  (422),205,137,GHUMARWIN,7630,DABHLA,
2,30,152,18949,Galasin  (414),485,137,GHUMARWIN,7630,DABHLA,
2,30,152,18950,Kothi  (424),1560,137,GHUMARWIN,7641,KOTHI,
2,30,152,18951,Badhu  (413),285,137,GHUMARWIN,7641,KOTHI,
2,30,152,18952,Roparhi  (412),146,137,GHUMARWIN,7641,KOTHI,
2,30,152,18953,Marhol  (411),227,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,18954,Matwana  (438),303,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,18955,Balaur  (439),206,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,18956,Soi  (435),645,137,GHUMARWIN,7641,KOTHI,
2,30,152,18957,Gehra  (434),87,137,GHUMARWIN,7656,ROHIN,
2,30,152,18958,Patta  (410),729,137,GHUMARWIN,7655,PATTA,
2,30,152,18959,Bhadrog  (383),878,137,GHUMARWIN,7658,SEU,
2,30,152,18960,Naswal  (384),802,137,GHUMARWIN,7658,SEU,
2,30,152,18961,Babheli  (387),129,137,GHUMARWIN,235989,KASARU,
2,30,152,18962,Kaloh  (386),204,137,GHUMARWIN,235989,KASARU,
2,30,152,18963,Seyo  (385),698,137,GHUMARWIN,7658,SEU,
2,30,152,18964,Paniala  (251),315,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18965,Mund Khar  (245),378,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18966,Dhaloh  (250),435,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18967,Galian  (249),419,136,JHANDUTTA,7610,KARLOTI,
2,30,152,18968,Junala  (246),112,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18969,Mahora  (241),444,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18970,Sunali  (243),337,136,JHANDUTTA,7610,KARLOTI,
2,30,152,18971,Paplah  (244),432,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18972,Khungan  (240),462,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18973,Talao  (239),101,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18974,Makda  (248),228,136,JHANDUTTA,7610,KARLOTI,
2,30,152,18975,Machhwan  (242),532,136,JHANDUTTA,7610,KARLOTI,
2,30,152,18976,Karloti  (247),453,136,JHANDUTTA,7610,KARLOTI,
2,30,152,18977,Plasla  (238),442,136,JHANDUTTA,7618,PAPLAH,
2,30,152,18978,Chhanjiar  (388),302,137,GHUMARWIN,235989,KASARU,
2,30,152,18979,Kasaru  (389),650,137,GHUMARWIN,235989,KASARU,
2,30,152,18980,Jandehr  (390),209,137,GHUMARWIN,235989,KASARU,
2,30,152,18981,Jangal Bhadaghat  (392/1),500,137,GHUMARWIN,235989,KASARU,
2,30,152,18982,Kalar  (237),277,136,JHANDUTTA,7612,KOTLU BRAHMNA,
2,30,152,18983,Kotlu Binderyan  (231),254,136,JHANDUTTA,7612,KOTLU BRAHMNA,
2,30,152,18984,Lurhani  (233),283,136,JHANDUTTA,7592,CHHAT,
2,30,152,18985,Chhat  (236),2247,136,JHANDUTTA,7609,KAPAHARA,
2,30,152,18986,Sandyar  (234),2056,136,JHANDUTTA,7592,CHHAT,
2,30,152,18987,Siyotha  (235),313,136,JHANDUTTA,7609,KAPAHARA,
2,30,152,18988,Himar  (232),362,136,JHANDUTTA,7592,CHHAT,
2,30,152,18989,Kotlu Brahmna  (229),874,136,JHANDUTTA,7612,KOTLU BRAHMNA,
2,30,152,18990,Dun  (230),608,136,JHANDUTTA,7612,KOTLU BRAHMNA,
2,30,152,18991,Jangal Dun  (405/2),500,137,GHUMARWIN,7640,KOT,
2,30,152,18992,Jahri   (391),145,137,GHUMARWIN,7658,SEU,
2,30,152,18993,Cheri  (393),182,137,GHUMARWIN,7658,SEU,
2,30,152,18994,Sohal  (396),92,137,GHUMARWIN,7655,PATTA,
2,30,152,18995,Kathalag  (392),518,137,GHUMARWIN,235989,KASARU,
2,30,152,18996,Karyalag  (398),179,137,GHUMARWIN,235989,KASARU,
2,30,152,18997,Kuthakar  (397),121,137,GHUMARWIN,7658,SEU,
2,30,152,18998,Kalri  (394),220,137,GHUMARWIN,7655,PATTA,
2,30,152,18999,Rudhanni  (395),47,137,GHUMARWIN,7658,SEU,
2,30,152,19000,Sasan    (409),35,137,GHUMARWIN,7655,PATTA,
2,30,152,19001,Baloh  (403),310,137,GHUMARWIN,7651,NANAWAN,
2,30,152,19002,Badhu  (407),242,137,GHUMARWIN,7655,PATTA,
2,30,152,19003,Nagrao  (401),194,137,GHUMARWIN,7655,PATTA,
2,30,152,19004,Bhabba  (399),143,137,GHUMARWIN,7655,PATTA,
2,30,152,19005,Kotla  (400),132,137,GHUMARWIN,7655,PATTA,
2,30,152,19006,Sanaur  (402),91,137,GHUMARWIN,7655,PATTA,
2,30,152,19007,Godhan  (404),14,137,GHUMARWIN,7655,PATTA,
2,30,152,19008,Karangorha  (406),335,137,GHUMARWIN,7655,PATTA,
2,30,152,19009,Bari Majherwan  (405),1365,137,GHUMARWIN,7655,PATTA,
2,30,152,19010,Jangal Sadyar  (405/1),500,137,GHUMARWIN,7655,PATTA,
2,30,152,19011,Panol  (456),1403,136,JHANDUTTA,7579,AMARPUR,
2,30,152,19012,Bahlu Kharyala  (449),727,136,JHANDUTTA,7585,BAKROA,
2,30,152,19013,Chhibrin  (448),205,136,JHANDUTTA,7598,FATOH,
2,30,152,19014,Chuwadi  (455),453,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19015,Awdhanni  (451),262,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19016,Dakri  (454),230,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19017,Kiari  (452),230,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19018,Kulahru  (450),317,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19019,Tarontara  (443),246,137,GHUMARWIN,7636,GHUMARWIN,
2,30,152,19020,Rachhehra  (442),257,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19021,Barota  (441),834,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19022,Loharwin  (440),255,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19023,Silh  (433),317,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19024,Nain  (432),370,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19025,Salaun Maunndal  (430),227,137,GHUMARWIN,7646,LUHARWIN,
2,30,152,19026,Duhgali  (429),183,137,GHUMARWIN,7637,HARLOG,
2,30,152,19027,Jangal Tiun Khas  (425/1),500,137,GHUMARWIN,7641,KOTHI,
2,30,152,19028,Nihan   (428),75,137,GHUMARWIN,7637,HARLOG,
2,30,152,19029,Tiun Khas  (425),1005,137,GHUMARWIN,7641,KOTHI,
2,30,152,19030,Dharera  (427),49,137,GHUMARWIN,7637,HARLOG,
2,30,152,19031,Maswar  (426),128,137,GHUMARWIN,7637,HARLOG,
2,30,152,19032,Jol Palakhin  (363),820,137,GHUMARWIN,7643,KUTHERA,
2,30,152,19033,Ghlyanna  (362),123,137,GHUMARWIN,7643,KUTHERA,
2,30,152,19034,Chalag  (525),341,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19035,Paprola  (524),97,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19036,Bhulswai  (515),751,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19037,Tantha  (510),511,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19038,Bhareri  (509),134,137,GHUMARWIN,7659,TALYANA,
2,30,152,19039,Jamlag  (507),82,137,GHUMARWIN,7659,TALYANA,
2,30,152,19040,Hawani  (506),174,137,GHUMARWIN,7659,TALYANA,
2,30,152,19041,Kothi  (508),252,137,GHUMARWIN,7635,GHANDALWIN,
2,30,152,19042,Rangloh  (521),140,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19043,Bari Bagot  (523),401,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19044,Samaila  (518),165,137,GHUMARWIN,7659,TALYANA,
2,30,152,19045,Mor Singhi  (519),149,137,GHUMARWIN,7659,TALYANA,
2,30,152,19046,Bari Bharann  (522),203,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19047,Thandori  (520),62,137,GHUMARWIN,7659,TALYANA,
2,30,152,19048,Taliana  (516),484,137,GHUMARWIN,7659,TALYANA,
2,30,152,19049,Loharra  (517),287,137,GHUMARWIN,7659,TALYANA,
2,30,152,19050,Sindhar  (505),221,137,GHUMARWIN,7659,TALYANA,
2,30,152,19051,Behal Nawanny  (504),520,137,GHUMARWIN,7659,TALYANA,
2,30,152,19052,Churari  (503),596,137,GHUMARWIN,7639,HAWAN,
2,30,152,19053,Bhadraun  (502),1007,137,GHUMARWIN,7639,HAWAN,
2,30,152,19054,Fandehar  (511),98,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19055,Tundwin  (514),229,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19056,Jangal Osal  (514/1),500,137,GHUMARWIN,7629,BHULSWAI,
2,30,152,19057,Bharol  (513),63,137,GHUMARWIN,7637,HARLOG,
2,30,152,19058,Jukhan  (512),100,137,GHUMARWIN,7637,HARLOG,
2,30,152,19059,Hawan  (500),664,137,GHUMARWIN,7639,HAWAN,
2,30,152,19060,Darola  (501),50,137,GHUMARWIN,7657,SARIUN KHAS,
2,30,152,19061,Jangal Dhangu  (503/1),500,137,GHUMARWIN,7639,HAWAN,
2,30,152,19062,Paliala  (487),243,137,GHUMARWIN,7642,KUHMAJHWAR,
2,30,152,19063,Sariun Khas  (488),791,137,GHUMARWIN,7657,SARIUN KHAS,
2,30,152,19064,Nunahli  (499),147,137,GHUMARWIN,7637,HARLOG,
2,30,152,19065,Banglera  (498),160,137,GHUMARWIN,7637,HARLOG,
2,30,152,19066,Baldwara  (497),32,137,GHUMARWIN,7637,HARLOG,
2,30,152,19067,Bardhin  (496),234,137,GHUMARWIN,7637,HARLOG,
2,30,152,19068,Dharat  (485),294,137,GHUMARWIN,7642,KUHMAJHWAR,
2,30,152,19069,Jangal Umri  (481/1),500,137,GHUMARWIN,7642,KUHMAJHWAR,
2,30,152,19070,Paplehu  (486),103,137,GHUMARWIN,7642,KUHMAJHWAR,
