State_Name,State Code,District_Name,District_Code,Block_Name,Block_Code,GP Name,GP Code,Latitude,Longitude,Location_OF_GP,Phase,population
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,kataiya,96070,26.980333,84.364194,KATAIYA,21,,3961
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,lakar sisai,96071,27.031583,84.403444,LAKAR SISAI,21,,2666
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,lauriya,96072,26.994167,84.407306,LAURIYA,21,,10961
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,mathia,96073,26.959917,84.404139,MATHIA,21,,1826
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,pakrimarriha,96074,26.991278,84.392755,PAKRIMARRIHA,21,,2269
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,sathi,96075,27.004255,84.515333,SATHI,21,,1521
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,singhpur satwaria,96076,26.988361,84.552806,SINGHPUR SATWARIA,21,,2859
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,siswania,96077,26.995778,84.392361,SISWANIA,21,,4160
BIHAR,10,PASHCHIM CHAMPARAN,203,LAURIYA,1936,telpur,96078,27.051778,84.335056,TELPUR,21,,1124
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,barwa,96079,26.931583,84.061333,BARWA,21,,4945
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,daunaha,96081,26.933944,84.106611,DAUNAHA,21,,11019
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,dhanaha,96082,26.937917,84.146611,DHANAHA,21,,4003
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,kathar,96083,26.921139,84.070722,KATHAR,21,,11696
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,khotahawa,96084,26.935255,84.051944,KHOTAHAWA,21,,1527
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,madhua,96085,26.968667,84.107667,MADHUA,21,,24518
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI,1937,madhubani,96086,27.003083,84.104639,MADHUBANI,21,,9922
BIHAR,10,PASHCHIM CHAMPARAN,203,MADHUBANI ,1987,tamkuha,96088,26.926778,84.090306,TAMKUHA,21,,5206
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,barwa,96089,27.190417,84.601167,BARWA,21,,4945
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,bastha,96090,27.098722,84.617444,BASTHA,21,,5331
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,bhangaha,96091,27.204972,84.659639,BHANGAHA,21,,8860
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,chowhata,96092,27.229755,84.617255,CHOWHATA,21,,894
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,damarapur,96093,27.215528,84.576028,DAMARAPUR,21,,472
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,inarwa,96094,27.157861,84.674306,INARWA,21,,3707
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,lakshmipur,96095,27.045444,84.610722,LAKSHMIPUR,21,,2082
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,madhuri,96096,27.056556,84.635639,MADHURI,21,,1604
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,mahuwa sagrauwa,96097,27.049667,84.598083,MAHUWA SAGRAUWA,21,,1517
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,mainatar,96098,27.102667,84.647255,MAINATAR,21,,1798
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,pirari,96099,27.157278,84.610306,PIRARI,21,,1110
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,purainiya,96100,27.142889,84.593389,PURAINIYA,21,,2713
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,rampur,96101,27.226389,84.645472,RAMPUR,21,,3794
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,sakraul,96102,27.134056,84.649028,SAKRAUL,21,,4078
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,sukhalahi,96103,27.084806,84.585917,SUKHALAHI,21,,4568
BIHAR,10,PASHCHIM CHAMPARAN,203,MAINATAND,1938,tola chaparia,96104,27.110528,84.646194,TOLA CHAPARIA,21,,3780
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,ahwar kudia,96105,26.719389,84.601806,AHWAR KUDIA,21,,11500
BIHAR,10,PASHCHIM CHAMPARAN,203,MAJHAULIA,1939,amawa majhar,96106,26.739028,84.587889,AMAWA MAJHAR,21,,9760
