VID,NAME,long,lat
0506000400692900,Noniya Khet,79.03267,29.70076
0506000400687000,Sanduli Malla,79.09047,29.70747
0506000500811900,Kotalisain,78.89425,29.69826
0506000500815500,Jugyani Balla,78.84854,29.71292
0506000500812600,Wilgaon,78.92217,29.69646
0506000500812700,Mukhedigaon,78.91131,29.69672
0506000500748900,Naigiyana,78.74316,29.77642
0506000600870100,Jhandi Chaur East,78.42257,29.7641
0506000500804200,Souli Malli,78.9202,29.78756
0506000300676300,Sili Talli,79.10638,29.79699
0506000600871800,Lalpur,78.51275,29.75368
0506000500754500,Jahri Khal,78.77581,29.77247
0506000500803200,Sandoli,78.90508,29.77832
0506000600872600,Padampur Sukhran,78.50365,29.74865
0506000600871900,Shivpur,78.52682,29.75076
0506000300676400,Sili Malli,79.10032,29.79388
0506000500803300,Kundela,78.918,29.7825
0506000500749000,Suraikhat,78.74034,29.76833
0506000500805500,Chimna,78.9533,29.78017
0506000600871300,Durgapur,78.47586,29.74692
0506000500753600,Dhakum Gaon,78.81326,29.77096
0506000500753700,Mayar Gaon,78.80105,29.77149
0506000500805200,Bamar Khol,78.93246,29.77829
0506000500754200,Sukoli Talli,78.75553,29.76841
0506000500754300,Khaini Talli,78.76497,29.76777
0506000500802900,Belela Talla,78.8735,29.77199
0506000600872500,Manpur,78.52438,29.74552
0506000500805600,Agroda,78.94668,29.77845
0506000600871500,Dev Rampur,78.45169,29.74923
0506000500806700,Kota,78.85697,29.77333
0506000500749100,Dewalkhet,78.72887,29.76383
0506000500803100,Rautoli,78.88949,29.77372
0506000500754400,Khaini Malli,78.77052,29.76505
0506000600873400,Shibbu Nagar,78.5031,29.73579
0506000500805700,Sila Bara,78.93565,29.77422
0506000600872700,Sitabpur,78.52121,29.73895
0506000400680800,Badagad,78.96961,29.7657
0506000500805000,Dhimmki,78.91624,29.76868
0506000600872100,Grastan Ganj,78.55719,29.74503
0506000500754800,Painul Gaon,78.80716,29.76457
0506000500755200,Sidhpur,78.74554,29.76212
0506000500754600,Patwal Gaon,78.78152,29.7629
0506000400680900,Pipli,78.98817,29.76984
0506000400681000,Queen,79.00471,29.76995
0506000500807300,Bunga Talla,78.82618,29.76585
0506000500806800,Padiyar Gaon,78.8605,29.76797
0506000400681100,Chinwadi,79.01465,29.76896
0506000400681200,Kochiyar,79.02982,29.76475
0506000600872200,Ratanpur,78.55037,29.73757
0506000500754700,Labodha,78.79225,29.75909
0506000500807200,Pipalsari,78.84125,29.76468
0506000400683600,Kochiyar,79.04365,29.77617
0506000500805100,Pokhal,78.92518,29.7703
0506000500805800,Khand Bari,78.94148,29.76853
0506000500806300,Raiba,78.94387,29.76293
0506000500755100,Silwar,78.76046,29.75608
0506000500806400,Bangarh,78.95891,29.77072
0506000500804600,Badda Talla,78.90561,29.76861
0506000500807100,Kandia Malla,78.85303,29.76389
0506000500754900,Nar Gaon,78.80093,29.75314
0506000500805900,Sulumori,78.93013,29.76391
0506000400684400,Jamandhr,79.04757,29.76721
0506000400691600,Rand Gaon,78.99901,29.71919
0506000500809900,Amdanda Malla,78.82047,29.71664
0506000500804500,Ediagarh,78.92063,29.77574
0506000500808700,Garhkot,78.87133,29.73418
0506000500811400,Bhandarsera,78.94195,29.71103
,DOGADDA,78.60361,29.79891
0506000500811800,Mandargaon,78.90214,29.70131
0506000400699100,Kolari,79.06366,29.70556
0506000400695300,Cheremalla Khola,78.97383,29.69912
0506000500812200,Dabar,78.92263,29.70191
0506000400687800,Sanduli Talla,79.09187,29.7014
0506000400695800,Cherehurn Kholi,78.97605,29.69393
0506000500813700,Bhatia Bakhun Urf Tandiu,78.95652,29.69193
0506000400687600,Manjada Palla,79.10825,29.70198
0506000500804900,Majakholi,78.90313,29.76046
0506000400683800,Mandoli,79.09114,29.77043
0506000500806900,Bali,78.88454,29.75833
0506000600871700,Khunibarh,78.47264,29.73934
0506000500807500,Mandoli,78.85416,29.7583
0506000500807400,Bamsu,78.84475,29.7579
0506000400683900,Kota,79.09879,29.76674
0506000500807600,Hitoli,78.86199,29.75673
0506000600873500,Balbhadrapur,78.48098,29.73676
0506000400684300,Kinath Malla,79.07501,29.76007
0506000600872300,Kumbhichaur,78.55311,29.72612
0506000500806000,Patolia,78.92103,29.75794
0506000600872400,Jeetpur,78.54473,29.72739
0506000400684000,Asun Palla,79.10618,29.76354
0506000500807700,Simalsain,78.87835,29.74994
0506000500806200,Kim Gaon,78.91042,29.75583
0506000500808000,Ghandiyal Malla,78.85096,29.75323
0506000400693300,Dangal Gaon,78.95704,29.75337
0506000500755500,Mairura,78.76429,29.74221
0506000500755400,Raidhora,78.73729,29.74325
0506000400684100,Khalun,79.08721,29.76494
0506000400681300,Kasana Palla,79.01587,29.75431
0506000400684500,Dholyana,79.06224,29.75572
0506000600873600,Ratanpur,78.51535,29.72216
0506000400681500,Shivtanda,78.98201,29.75615
0506000500808100,Sendhi,78.85419,29.74891
0506000600872900,Vishanpur,78.5413,29.71984
0506000500807800,Kimseta,78.89862,29.74676
0506000500755600,Rikhera,78.79575,29.74389
0506000500807900,Simaldhar,78.86658,29.74895
0506000500808200,Masmoli,78.84999,29.74514
0506000400684200,Bhatwahu,79.08339,29.75977
0506000400681400,Deval Dhar,79.00061,29.75163
0506000500808400,Ghayer Gaon,78.87394,29.74211
0506000400693500,Dudera,78.97352,29.75156
0506000600873000,Jadhanpur,78.5443,29.71518
0506000400682300,Badol Gaon,79.03135,29.75276
0506000600873700,Harsinghpur,78.52116,29.70928
0506000400682400,Pat Gaon Talla,79.04505,29.75441
0506000400693400,Phadkandae,78.95565,29.74585
0506000500755800,Khubari Walli,78.77876,29.73615
0506000500755700,Jun Ka Wang,78.79373,29.73706
0506000400682500,Sangaliya Malla,79.05215,29.74743
0506000400681600,Talkandai,78.99058,29.75004
0506000400694000,Goura,78.95746,29.73806
0506000500808300,Simal Gaon,78.86022,29.74004
0506000500809100,Jamari,78.81452,29.73433
0506000400693900,Bhopati,78.96719,29.74033
0506000400693600,Salana,78.98239,29.74408
0506000400685100,Aassa Urf Sundoli Bakhal,79.10908,29.74951
0506000600873300,Lapani Walli,78.53576,29.70673
0506000400681700,Pipaldhar,78.99024,29.74297
0506000400693700,Matiyar,78.97515,29.7442
0506000600873800,Koriya,78.52575,29.70394
0506000400682200,Sangalia Walla,79.03586,29.74529
0506000400684900,Khadkholi,79.0915,29.75087
0506000400684800,Sydari Jamin,79.08704,29.74857
0506000500808500,Pali,78.89546,29.73803
0506000400681800,Khutida Bichla,79.0023,29.743
0506000500809300,Chaparet,78.80723,29.72324
0506000600873200,Lalpani Palli,78.5415,29.70418
0506000400682100,Kasanab Bichla,79.01688,29.74334
0506000500808900,Kimad,78.84497,29.73329
0506000500808800,Gwidi Malli,78.86018,29.73504
0506000500756100,Wakir Womangi,78.78465,29.72908
0506000400684600,Kenath Talla,79.0724,29.74459
0506000600873900,Saneh Palli,78.52911,29.69738
0506000400685200,Teet Bakhal,79.1023,29.74282
0506000500810100,Boothanagar,78.93296,29.73312
0506000400682600,Sangaliya Palla,79.06357,29.73901
0506000400685400,Sirkhet,79.09144,29.73894
0506000400682700,Timla Kholi,79.04253,29.73843
0506000500809600,Gwidi Talli,78.86156,29.72895
0506000500756200,Khubani Khas,78.79382,29.72466
0506000400694400,Khotenda Talla,78.98973,29.73209
0506000500810000,Chidiyani,78.91087,29.72668
0506000400681900,Khutida Talla,79.00116,29.73588
0506000500810600,Chhariyani Lagga Andergaon,78.8816,29.72973
0506000400694300,Palli,78.97703,29.73439
0506000400685300,Jirdari Bakhal,79.09725,29.74238
0506000500809700,Sirsawari,78.84898,29.72533
0506000500815200,Gauchheda,78.87217,29.72127
0506000400691400,Badinu,79.02476,29.7354
0506000500810500,Amrora,78.89173,29.72677
0506000400694200,Sukhro,78.97013,29.72966
0506000400682900,Devlad,79.04538,29.72712
0506000500810700,Malargaon,78.8836,29.72099
0506000400683000,Pat Gaon Malla,79.06578,29.73216
0506000500810400,Chariyani Lagga Dabar,78.90001,29.7187
0506000500810300,Dabrara,78.92755,29.71938
0506000500809800,Amdanda Talla,78.82889,29.71433
0506000400694900,Androli,78.98261,29.71715
0506000400685600,Barath Talla,79.08931,29.72915
0506000400691500,Rigalte,79.01446,29.72563
0506000400694100,Khol,78.96055,29.7258
0506000600874100,Kotridhank,78.5341,29.68621
0506000400685800,Jamraya Talla,79.10499,29.73296
0506000400691700,Adwara Malla,79.00077,29.71149
0506000500811200,Khaldar Bakhal,78.9238,29.71009
0506000400686200,Gambheru Bakhal,79.10199,29.72214
0506000500815700,Chandpur,78.85401,29.70611
0506000400686300,Jadao Gweer,79.11211,29.72166
0506000400683500,Kinathi,79.05758,29.7166
0506000400683400,Kothiyal Gaon,79.07665,29.71909
0506000400683100,Sandna,79.07413,29.72727
0506000500810800,Baliaargaon Malla,78.88257,29.71444
0506000500815400,Gujari,78.86623,29.71364
0506000400691900,Chitoli Walla,79.03127,29.72266
0506000400694600,Danddhar Malla,78.96054,29.71839
0506000400685700,Jamraya Malla,79.09538,29.72939
0506000400683200,Adali,79.06605,29.72351
0506000500816100,Dhoora,78.83324,29.699
0506000500815300,Chaukhamba,78.87228,29.71206
0506000500815600,Barai,78.84369,29.70321
0506000500811300,Tolyunba Khal,78.94206,29.71503
0506000400686000,Binadu Bakhal,79.09442,29.72422
0506000500811100,Pahalgaon,78.9077,29.71144
0506000400691800,Patotia,79.01682,29.71607
0506000400692000,Syal Khet,79.03462,29.71653
0506000400686100,Degoli,79.08587,29.72223
0506000400685900,Khyrad,79.10635,29.72521
0506000400683300,Kothiyal Gaon Malla,79.07709,29.72293
0506000400694800,Danddhar Talla,78.97168,29.71358
0506000500811000,Badiyargaon Talla,78.89309,29.70894
0506000500815800,Barkhet Talla,78.86426,29.70728
0506000500810900,Kotariwalli,78.8809,29.70793
0506000400694700,Asnet Palla,78.96328,29.70959
0506000300668000,Ghingua,79.0324,29.83438
0506000500732100,Karoti,78.67499,29.81493
0506000500746500,Tamer Gaon,78.74675,29.81505
0506000500732200,Ranrth,78.67351,29.81091
0506000500796400,Chenkiyal Gaon,78.88992,29.82286
0506000500799600,Dhiswari,78.80344,29.81228
0506000500796900,Mind Kholu,78.90966,29.82052
0506000600867700,Kishan Devpur,78.40101,29.79539
0506000500747400,Mehar Gaon Khalsa,78.74148,29.80196
0506000500753400,Waqirali,78.80207,29.78856
0506000400695000,Thep Gaon,78.97968,29.708
0506000400692500,Badeth,79.0053,29.70285
0506000400698700,Doba,79.06058,29.71204
0506000400695100,Asnet Walla,78.971,29.7082
0506000400698900,Nalai Talla,79.0788,29.71096
0506000400692400,Ranihat,79.01316,29.70583
0506000400688100,Chetadhar Malla,79.10596,29.6955
0506000400699500,Dungri Talla,79.07982,29.69384
0506000500753200,Ringwari Gaon,78.77273,29.79379
0506000500753800,Birdhar Lagga Mathali,78.79209,29.77275
0506000600862900,Palethasar,78.60183,29.75369
,Forest,78.63352,29.77937
,Forest,78.66832,29.80245
,Forest,79.0399,29.79385
,Forest,78.60229,29.69598
,KOTDWARA,78.53723,29.73892
,Forest,78.93344,29.74741
,Kashi Rampur,78.52734,29.71686
,Forest,78.83636,29.61941
0506000400698800,Nalai Palla,79.07474,29.71543
0506000500815900,Barkhet Malla,78.87642,29.70365
0506000500812300,Dugriyal,78.94411,29.70645
0506000400686800,Utinda Talla,79.09582,29.7162
0506000500811500,Jogyari,78.91451,29.70536
0506000400686900,Utinda Malla,79.0863,29.7153
0506000400692300,Choregarh Malla,79.023,29.70784
0506000400686400,Khatwa Bakhal,79.1114,29.7174
0506000400695500,Abola Gunth,78.99171,29.70335
0506000400692100,Dandiun,79.04192,29.71038
0506000400692200,Choergarh Talla,79.0308,29.70933
0506000400686700,Davta Khete,79.10163,29.71237
0506000400686500,Sunbrhma,79.1121,29.71381
0506000500812400,Nawemalli,78.95519,29.69864
0506000500811700,Kotripalli,78.89171,29.70137
0506000400699200,Shiyabhel,79.05212,29.70275
0506000500816000,Dobariya,78.87314,29.69468
0506000400699000,Nalai Walla,79.07116,29.71048
0506000500812500,Dabari,78.93871,29.69454
0506000400695200,Dadatoli,78.96658,29.69994
0506000400695400,Thawara,78.98503,29.69575
0506000500812100,Knaldarkhasti,78.9133,29.70073
0506000400686600,Kotapinjoli,79.11124,29.71099
0506000500812000,Jaskot,78.90567,29.69949
0506000400692700,Adwara Walla,79.01708,29.69796
0506000400687300,Kathet Gaon,79.1153,29.70898
0506000400687400,Badupinjoli,79.12026,29.70974
0506000400699400,Palasi,79.07764,29.7017
0506000500813300,Gadayun,78.8929,29.67821
0506000400700800,Khireri,79.06745,29.67066
0506000400689600,Taren,79.11347,29.6827
0506000500814100,Silgaon Talla,78.9524,29.66669
0506000400700400,Chulsiya,79.0835,29.67079
0506000400691200,Kaliankon,79.10847,29.66544
0506000400701800,Barehar Talla,79.04275,29.65357
0506000400691300,Rwedali,79.10751,29.66104
0506000400706800,Chilaun Talla,78.96916,29.65133
0506000400707600,Kelthar Malli,79.00374,29.65237
0506000400707400,Baniya Gaon,78.98742,29.6523
0506000400707500,Sindoli Malli,78.99401,29.65205
0506000400707900,Marad Moxan,79.02392,29.65319
0506000400706700,Opgaon Talla,78.9582,29.64635
0506000400701900,Satkholo,79.05669,29.65076
0506000400699800,Basoli Malli,79.07643,29.68978
0506000400699900,Basoli Talli,79.08151,29.69018
0506000400693200,Kola Talla,79.04615,29.68599
0506000500816600,Kumaldi,78.8477,29.67484
0506000400688900,Kulaikhan Palla,79.0861,29.68925
0506000400688800,Malethi,79.09313,29.68931
0506000500813900,Chilyaun,78.96042,29.67599
0506000500817100,Dikoliya,78.89887,29.65327
0506000400698500,Semri Talli,79.01017,29.66021
0506000500814900,Gwie,78.92036,29.65587
0506000400691000,Julawakhal,79.10931,29.67038
0506000400697500,Otinda Gaon,79.04085,29.67162
0506000400688700,Asnan,79.10353,29.68875
0506000400697600,Kefaltanda,79.02492,29.67391
0506000400697400,Pholtanda,79.05324,29.68039
0506000400700100,Dumlot,79.08019,29.68598
0506000500814000,Silgoan Malla,78.94967,29.67591
0506000400687200,Kakku Malla,79.10699,29.7065
0506000400687100,Kakun Talla,79.10155,29.70735
0506000500812800,Rajbow Talla,78.89852,29.69427
0506000400692600,Adwara Palla,79.01223,29.69956
0506000400695600,Mangronth Gunth,78.99639,29.69264
0506000400687700,Manjado Malla,79.10155,29.70452
0506000500812900,Gaja,78.91239,29.69298
0506000400692800,Adwara Talla,79.02524,29.69775
0506000500816200,Kwirali,78.84682,29.6876
0506000500813100,Baoudev Gadun,78.89902,29.6875
0506000400687500,Pinjoli Walla,79.11504,29.70423
0506000400696300,Marwara,78.96834,29.67361
0506000400689800,Patsoli Talla,79.10093,29.68235
0506000500814500,Kandal Sera,78.91716,29.6693
0506000400689700,Gera Khetu,79.10832,29.68242
0506000500814400,Ajeetpur,78.90923,29.67026
0506000500816900,Jhart,78.86908,29.66261
0506000500817700,Tairiya,78.94253,29.61578
0506000400710300,Burakot,78.98993,29.61554
0506000400704400,Chhimpani,79.06974,29.62125
0506000400710800,Tunisera,79.01686,29.61741
0506000600840600,Rayasu,78.33824,29.92751
0506000500813200,Rajbou Malla,78.88504,29.68589
0506000400699300,Urakhet Urf Marali,79.06886,29.6988
0506000400695900,Cheremaj Khola,78.96634,29.69041
0506000400693100,Kola Malla,79.04442,29.69313
0506000400687900,Manjada Talla,79.1019,29.70063
0506000500816400,Jundai,78.86551,29.67867
0506000500813000,Meldhar,78.91702,29.68846
0506000500816300,Babalyani,78.87003,29.6855
0506000400688000,Chetadharbichli,79.10927,29.69879
0506000500813600,Nawaei Talli,78.94728,29.68508
0506000400697300,Gel Gaon,79.0543,29.69061
0506000400697100,Sila Talla,79.02642,29.6935
0506000400700700,Dadwari,79.0616,29.67888
0506000400688300,Bablyni,79.0916,29.69689
0506000400696800,Goom,79.00339,29.68653
0506000400697000,Jogeda Palla,79.02049,29.68777
0506000400697200,Jogeda Walla,79.03402,29.69042
0506000400699600,Dobriyal Sar,79.06877,29.69427
0506000400688200,Batula Malla,79.10145,29.69646
0506000400696000,Cheresukel Dhar,78.9761,29.68874
0506000400696900,Shyal Khamb,79.01013,29.68723
0506000500816500,Chaubolia,78.84846,29.68133
0506000400700600,Morgarh,79.05976,29.68804
0506000400699700,Dungri Malli,79.0704,29.68761
0506000400688400,Batula Talla,79.09077,29.69312
0506000500813400,Sidhpur,78.91746,29.68187
0506000400688500,Chetadhar Palla,79.10132,29.69229
0506000400688600,Chetadhar Walla,79.10679,29.6924
0506000400696600,Maheli Talli,78.9883,29.68333
0506000400690400,Patal Malla,79.10223,29.67172
0506000400706200,Upgaon Malla,78.95298,29.65577
0506000400696400,Budagad Roli Par,78.97304,29.67167
0506000400698100,Muchhiyal Gaon,78.99534,29.67284
0506000400690300,Nanbhandari,79.09887,29.67573
0506000400690600,Bagarkhet Bichla,79.10724,29.67647
0506000400710600,Tariya/byasi,79.01147,29.62536
0506000400711100,Basayal Lagga Jharahgul,79.01272,29.60218
0506000400711200,Baghori Kumbisan,79.02217,29.60149
0506000400711300,Kalakhand,79.04057,29.60052
0506000400696100,Cherebadol Khola,78.98118,29.68332
0506000400696200,Cherebara,78.97263,29.68103
0506000500813500,Gawar,78.9375,29.68099
0506000400696700,Balam,78.99564,29.68287
0506000500814300,Dal,78.90737,29.67304
0506000400697700,Sila Malla,79.01311,29.67319
0506000400689000,Kulaikhand Walla,79.08916,29.68628
0506000400689200,Patusoli Malla,79.09982,29.68626
0506000400689300,Patusoli Walla,79.1066,29.68567
0506000400697800,Mekhana,79.00615,29.6784
0506000500814200,Kueeyarli Talli,78.93376,29.66514
0506000400698000,Meheli Walli,78.98503,29.67587
0506000400689100,Bhtiya Urf Bhartpur,79.09143,29.6829
0506000400700000,Amkholi,79.07443,29.68237
0506000400689500,Bitakoti,79.11512,29.68608
0506000400697900,Khadait,78.99661,29.67738
0506000500816800,Dham Dhar,78.87496,29.67082
0506000400700200,Charpani,79.0839,29.68107
0506000500816700,Rathewa Dab,78.84883,29.66761
0506000400689900,Dovakatandoli,79.0964,29.67885
0506000400690000,Judalun,79.10672,29.6799
0506000400698300,Kandi Malli,79.00586,29.67059
0506000400690100,Bhandar,79.11323,29.68015
0506000400698200,Chamara,78.99914,29.66736
0506000400701100,Pundet,79.09193,29.67287
0506000400705400,Khyundai Malli,78.98347,29.66937
0506000500814600,Chandanpur Sera,78.90817,29.6665
0506000400696500,Budagad Roli War,78.9648,29.66772
0506000400690200,Patal Talla,79.10563,29.67757
0506000400705300,Mandiyar Gaon,78.97542,29.66383
0506000400690700,Jagdae,79.11405,29.67795
0506000400700900,Kinath,79.07347,29.66669
0506000400706100,Godiyal Gaon Baseri,78.96407,29.65962
0506000500817000,Jhala,78.89343,29.661
0506000500814700,Papari,78.90972,29.66193
0506000500814800,Gijar,78.92084,29.66239
0506000400690800,Bagarkhet Malla,79.11278,29.67606
0506000400705500,Khyundai Bichli,78.98715,29.66534
0506000400698400,Kandi Thalli,79.0084,29.66536
0506000400690500,Patal Bichala,79.10581,29.67413
0506000400690900,Bagarkhet Talla,79.1107,29.67366
0506000400705600,Khyundai Talli,78.98834,29.66219
0506000500817200,Kalinko,78.86956,29.65515
0506000400705700,Bheregaon,78.99851,29.65858
0506000400701200,Panjara Malla,79.09365,29.66725
0506000400706300,Rodari Chhoti,78.93864,29.65155
0506000400698600,Rigalta Malla,79.05366,29.66011
0506000400706000,Godiyal Gaon Talla,78.97291,29.65734
0506000400709000,Silkhera,78.99736,29.63879
0506000400703200,Audaunth,79.07097,29.64293
0506000400702400,Mangeri Talli,79.01881,29.63434
0506000400709500,Lwenda Talla,78.96999,29.63178
0506000400709700,Byasi Advari,78.9986,29.63599
0506000400709800,Gajkhola,79.00568,29.63443
0506000400709600,Bawani,78.98176,29.62956
0506000400709900,Khandila,78.99269,29.63128
0506000400709400,Khadrasi,78.95582,29.63133
0506000400710500,Byasi Palli,79.01071,29.63207
0506000400701000,Jadau,79.07569,29.6612
0506000400705800,Umta,78.98618,29.65872
0506000400705900,Bilkot,78.98138,29.65266
0506000400691100,Dadar,79.10808,29.66781
0506000400701300,Panjara Talla,79.08996,29.66101
0506000400707800,Uniyal Moxan,79.0253,29.65822
0506000500817300,Kartia,78.88377,29.64732
0506000400707700,Supgan,79.01586,29.65573
0506000400701700,Guniya,79.03344,29.6557
0506000400701500,Rigalta Talla,79.07073,29.65496
0506000400706500,Basoli Sera And Rauderi Chhoti,78.94799,29.64786
0506000500815000,Dimor,78.93294,29.63926
0506000400701400,Panjara Bichla,79.08041,29.65088
0506000400702200,Moxen Mansingh,79.01788,29.6499
0506000400702300,Mangeri Malli,79.01421,29.64386
0506000500817400,Banja Devi,78.91223,29.64188
0506000400708000,Panjai Moxan,79.02904,29.65042
0506000400707300,Ghorkhand Malla,78.9889,29.64838
0506000400702100,Ranchhet Moxen,79.02666,29.64597
0506000400706900,Chilaun Walla,78.96757,29.64698
0506000400708100,Tent Gaon,79.00743,29.64854
0506000400708200,Merwari,78.99895,29.64816
0506000400706600,Rouderi Bari,78.94482,29.64208
0506000400706400,Bansuli Sera Gaon,78.93549,29.64405
0506000400701600,Banasi,79.06968,29.64835
0506000400707200,Dhyani Bakhal,78.98381,29.64517
0506000400702000,Barehar Palla,79.03591,29.6406
0506000400707000,Kali Lango,78.96366,29.64194
0506000400708400,Sindoli Talla,78.98891,29.64467
0506000400707100,Mehentke Bakhel,78.97492,29.643
0506000400708500,Ghadekend Talla,78.99413,29.64449
0506000400708600,Keldhar Talla,79.00031,29.64485
0506000400708700,Togyana,79.00664,29.64512
0506000400709200,Lwetha Malla,78.9682,29.63828
0506000400708300,Bhergaon Mahadev,78.98089,29.63916
0506000400703000,Jalikhand,79.05504,29.64431
0506000400708800,Kimkhet,79.00656,29.64003
0506000400709100,Adwani,78.98773,29.6385
0506000400708900,Simlimalle,78.99815,29.6414
0506000400709300,Punri,78.95499,29.63621
0506000400703100,Khetu,79.0657,29.64379
0506000400702900,Basnoli,79.06181,29.63883
0506000400702800,Gola Talla,79.05049,29.63192
0506000400710000,Bilkota,78.9994,29.62912
0506000400703400,Kyarki Malli,79.07194,29.63124
0506000400710400,Chamsena,79.0026,29.62524
0506000400702600,Devchuli Palli,79.03607,29.63009
0506000400702700,Vijay Gaon,79.04389,29.63063
0506000400710100,Jhurgun,78.98587,29.62256
0506000500817600,Kanda,78.92192,29.62242
0506000400703300,Kyarki Walli,79.07912,29.63367
0506000400702500,Kamanda Walla,79.02411,29.62649
0506000400703800,Devchooli Walla,79.04034,29.62777
0506000400704600,Betaldunga Malla,79.08171,29.63112
0506000400710700,Koddhar,79.00648,29.62003
0506000400703600,Gola Bichla,79.05494,29.62444
0506000400703900,Kameda Talla,79.03595,29.62315
0506000400703700,Kameda Bichla,79.04579,29.62318
0506000400703500,Gola Malla,79.06456,29.62544
0506000400704500,Kyarki Bichli,79.07899,29.62871
0506000400710200,Badadhar,78.97772,29.61733
0506000400704000,Kamanda Palla,79.0239,29.62038
0506000400704700,Betaldunga Talla,79.08435,29.62805
,PAURI,78.78064,30.15424
,Forest,78.96139,29.8452
0506000400704100,Bhund,79.03507,29.61691
0506000400704800,Kameda Malla,79.07898,29.62562
0506000400704300,Gola Chhota,79.05634,29.61796
0506000400704200,Gangoli,79.04049,29.61411
0506000400704900,Bakroti,79.07862,29.62097
0506000400710900,Pangunth,78.96289,29.60775
0506000400705000,Baseri,79.05614,29.6129
0506000400705100,Ghiroli,79.07971,29.61593
0506000400705200,Gumon Jyun (jamon),79.08054,29.61436
0506000500811600,Jwabara,78.89912,29.70423
0506000400700500,Patlun,79.05981,29.69802
0506000400695700,Dumtali Sar,78.97981,29.69281
0506000500813800,Moharkot,78.95812,29.68571
0506000400689400,Malchod,79.11055,29.68534
0506000400700300,Dauri,79.07754,29.68009
,Forest,78.7658,29.54741
,Forest,78.98374,29.57813
,KALAGARH,78.78129,29.48654
,BAH BAZAR,78.61104,30.14169
,SRINAGAR,78.79031,30.21956
,Forest,78.88818,29.85836
0506000600840800,Katal Pulani,78.35317,29.90972
,Forest,78.65108,29.91795
0506000600840700,Bhawashi,78.3462,29.91811
0506000600870000,Jhandi Chaur West,78.3973,29.76825
,Forest,78.63612,29.94411
,Forest,78.5606,29.94333
,Forest,78.93008,29.98965
0506000600821800,Bukundi,78.33101,30.01067
0506000600818300,Bhadashi,78.33672,30.10651
0506000600821700,Sichar,78.33792,30.02081
0506000600821700,Sichar,78.31846,30.02546
,Forest,78.56711,30.00565
,Forest,78.93426,30.0564
,Forest,79.07811,30.04692
0506000200607600,Mason Malla,78.89232,30.23342
0506000200607700,Mason Talla,78.88745,30.23248
0506000600870200,Haldwkha Talla,78.4402,29.7541
0506000600870200,Haldwkha Talla,78.44193,29.75613
0505000100452200,Pivnal,77.77563,30.95398
0505000100450400,Bhatgarhi,77.83594,30.96272
0505000100451400,Chatra,77.95395,30.96405
0505000100452100,Derasa,77.8021,30.94506
0505000100451300,Hanol,77.93218,30.95904
0505000100450600,Seriya,77.84922,30.95265
0505000100450500,Bhagawat,77.84097,30.94645
0505000100452300,Bhundhola,77.77092,30.92902
0505000100450700,Meghatu,77.84776,30.94133
0505000100452000,Raigi,77.82607,30.93986
0505000100451200,Maindrath,77.89105,30.93774
0505000100451900,Dhhumara,77.83865,30.93248
0505000100450900,Kuna,77.86904,30.9277
0505000100450800,Brinad Bastil,77.85306,30.92238
0505000100452500,Radu,77.82402,30.90716
0505000100452400,Kulaha,77.79919,30.92622
0505000100451100,Bagi,77.87888,30.92649
0505000100451600,Ninus,77.89819,30.91996
0505000100451700,Koti,77.8801,30.91268
0505000100453300,Purtad,77.9253,30.90977
0505000100455100,Sunoi,77.87543,30.84329
0505000100452800,Phrij,77.75777,30.83981
0505000100459100,Dasau,77.79589,30.70668
0505000100463600,Kota,78.04463,30.67145
0505000200497600,Jhajra,77.92182,30.35583
0505000200497400,Kolhupani,77.97321,30.34727
,Dehrakhas,78.038,30.28258
,Shah Nagar,78.05503,30.26933
0505000300504800,Silla,78.19455,30.44453
0505000100474800,Malaitha,77.88337,30.58869
0505000100478700,Tikau,77.80347,30.60233
0505000100480900,Bhoda,77.93017,30.58063
0505000100480400,Bantar,77.84957,30.57115
0505000100453200,Darmigar,77.90637,30.91327
0505000100451800,Kanda,77.84981,30.89871
0505000100455300,Kunaun,77.91474,30.82084
0505000100456200,Chanjoi,77.81619,30.83461
0505000100462800,Pati,77.89567,30.67917
0505000100466100,Lorli,77.83029,30.69399
0505000100473700,Phatyo,77.9139,30.61726
0505000100470200,Gangro,77.98327,30.60747
0505000100469800,Tiprara,77.94077,30.61548
0505000100470300,Kachta,78.00457,30.6022
0505000100478100,Kanbua,77.86546,30.59725
0505000100475600,Hamarau,77.93086,30.58777
0505000100478200,Mejara,77.84895,30.59366
0505000100477700,Mandauli,77.82326,30.5973
0505000100478600,Koti,77.78506,30.60201
0505000100471200,Rakhatad,77.98171,30.58462
0505000100453100,Chausal,77.8887,30.89854
0505000100453700,Dirnad,77.91244,30.89773
0505000100453800,Bhoot,77.91776,30.88521
0505000100453900,Nibhar,77.93074,30.88432
0505000100453000,Tithulad,77.85308,30.87875
0505000100453600,Obraser,77.90493,30.88312
0505000100453500,Bagoor,77.89427,30.88295
0505000100455000,Banachilar,77.83761,30.86113
0505000100454200,Bhatar,77.91521,30.86508
0505000100454300,Bhunar,77.90408,30.86477
0505000100454900,Eithan,77.95,30.8565
0505000100454400,Kerardei,77.89286,30.85773
0505000100454800,Paturi,77.93176,30.85401
0505000100454100,Chhajad Hartad,77.93105,30.87012
0505000100452700,Sainj,77.77956,30.85157
0505000100456900,Gorchha,77.80665,30.79924
0505000100455500,Kholara,77.88115,30.78795
